author,comment,likes,published_at
@LtCyrus28,1hr mark 😂,0,2025-12-30T14:58:51Z
@Khi_55,Can't wait,0,2025-12-30T14:58:49Z
@ToughLuck-yi6sr,Really hope Thor teams up with Ryan Reynolds’ Deadpool in Doomsday and/or Secret Wars. We need to find out why Thor was crying over Wade’s weakened body on the TVA monitors in Deadpool and Wolverine.,0,2025-12-30T14:58:49Z
@arammanoukian6,This is what we want. More serious and strong Thor.,2,2025-12-30T14:58:47Z
@noahgoldowitz,meh 🤷‍♂️,0,2025-12-30T14:58:46Z
@mileshkumar8727,Why the color grading is yellowish 😒😒😒,0,2025-12-30T14:58:45Z
@winxteredits2112,i have a feeling thor will die,0,2025-12-30T14:58:44Z
@latakanwar2229,Not sure about Odin but Loki is definitely listening this.,4,2025-12-30T14:58:42Z
@furdinator,So why was Thor crying?,0,2025-12-30T14:58:40Z
@SuperPlaysYT1,HE'S BACK!!!!,0,2025-12-30T14:58:39Z
@chayanbanik6277,2 more to go,0,2025-12-30T14:58:39Z
@TheRealFranklinDelanoRoosevelt,"“New Mask, same Task.” - Tony Stark",0,2025-12-30T14:58:36Z
@bricewaggle7885,Make Thor Great Again!!!,0,2025-12-30T14:58:35Z
@christianmacario,Veremos a última batalha do thor infelizmente 😢,0,2025-12-30T14:58:34Z
@nightmarish3000,Charlie Kirk will return in Avengers: Doomsday,1,2025-12-30T14:58:33Z
@PolsNegra,At Last! Marvel Back to 2019 in 3...2..1.....,0,2025-12-30T14:58:33Z
@J0hn_Wish,"Please Father heed my words, no more cheap CGI...",0,2025-12-30T14:58:31Z
@fatihatulnusratkhantanha,I'm so excited for it.,1,2025-12-30T14:58:28Z
@DreysKrib,atlast the serious one!,0,2025-12-30T14:58:28Z
@RealRajdeep,My boy the REAL THOR IS BACK,1,2025-12-30T14:58:27Z
@nameless09ko,"LET'S FREAKING GOOO WE ARE SO BACK 2019 vibes,😭😭😭",0,2025-12-30T14:58:25Z
@MahithSoora,0:0 and 0:1 like demon slayer infinity castle starting,0,2025-12-30T14:58:25Z
@Aniket13-d7d,Awesome Thor Serious Scene will make movie more interesting 🔥,0,2025-12-30T14:58:25Z
@Ascalon2517,"So cmon people, who’s next to get a trailer ??😅",0,2025-12-30T14:58:23Z
@PonpaErostar,The universe is always in danger.,1,2025-12-30T14:58:23Z
@88North,Ain't nobody suffered more than Thor in the MCU imo,1,2025-12-30T14:58:22Z
@IndianSyedOfficial,❤ Strongest Avenger,0,2025-12-30T14:58:20Z
@eyeconic6425,"My bro suffered so much man, please marvel don’t underestimate thor’s power. Please do show his real character in Doomsday",0,2025-12-30T14:58:16Z
@vanillaornothing,1:03 Next will be doctor strange no?,19,2025-12-30T14:58:15Z
@THISISV007,I hope movie run time long,0,2025-12-30T14:58:15Z
@MovEdz-m8o,Thor's finally back with a bang.. 😍,0,2025-12-30T14:58:14Z
@ShohebArtsTech,Aaya Gaya  hamara super hero aaya hamara Hero aaya hamara sabse takatvar Avenger Thor the god of thunder ⚡,0,2025-12-30T14:58:13Z
@Envi-Kevin,"Behold, the God of Thunder...",0,2025-12-30T14:58:13Z
@bukimky,No waayy,0,2025-12-30T14:58:13Z
@average_joe_501,Great monologue. Can’t wait to hopefully see a serious Thor again in this movie!,0,2025-12-30T14:58:12Z
@Thegamesofalifetime,Thor getting back to being serious thank Goodness,0,2025-12-30T14:58:10Z
@x-zino,Time for 4th trailer leak,0,2025-12-30T14:58:09Z
@1johpo,I refuse to watch Thor: Love and Thunder but I’m so confused who this kid is. Can someone explain where his kid came from so I don’t have to watch that Love and Thunder crap please? 🤣🙏🏽,0,2025-12-30T14:58:07Z
@TheVividen,This is absolutely fantastic. I cannot wait.,0,2025-12-30T14:58:06Z
@Kawshar888,😢 ache din aane wale hai,1,2025-12-30T14:58:06Z
@SearchwithAI-d3m2b,"😮 this was real too

I didn't watch that leak at all neither captain nor this one",0,2025-12-30T14:58:06Z
@budsak7771,I only understood about half of what he was saying. Hrararara,0,2025-12-30T14:58:05Z
@MarianaBonfim,"Please, release the X-Men teaser!!!!",0,2025-12-30T14:58:05Z
@EmilioZeo25,"I guess a lot change since love and thunder where thor and Jane helped gor find the sincerity in his heart which made him wish for his daughter back and after that Jane passed away as a hero and a warrior and someone who loved Thor as much as he loved her and now he’s gain a new path as a parent to a powerful child.


Now it just looks like Thor wants to do more good things for the child love but it looks like he hopes to seek a great challenge one either he survives it or he doesn’t and before he doesn’t survive it He wants to make sure his child love knows what is true and right by being a hero and a warrior when she comes of age, and this will be Thor biggest moment yet",0,2025-12-30T14:58:04Z
@facttdarks,Thor will win in Doomsday,0,2025-12-30T14:58:02Z
@tsanghingcheung6849,I wanna to watch this,0,2025-12-30T14:58:00Z
@DIPANSHUBISHT-sx6kg,"People who has watched the trailer before a day, kindly gather here.✋️",1,2025-12-30T14:58:00Z
@solo_meayt,Im excited to see who cut his haircut this time,0,2025-12-30T14:57:59Z
@JIGNESHKADAM-w6w,The Strongest Avenger will return 🔥🔥🔥🔥❤️❤️❤️❤️🔥,0,2025-12-30T14:57:58Z
@KiangwangNgowa,Wow it would be💥💥💥,0,2025-12-30T14:57:57Z
@findputra,it's Peak 🤧🔥🔥,1,2025-12-30T14:57:56Z
@Gafiltha,"Just trying to buy us all back with these cameos, hopefully this and the cap one isn't in the actual movie and just used for teasing",0,2025-12-30T14:57:55Z
@Abiellizar_,okay,0,2025-12-30T14:57:54Z
@Niziurek,Iron Man Will Not Return In Avengers: Doomsday,0,2025-12-30T14:57:53Z
@Asa_SamArs,❤,1,2025-12-30T14:57:51Z
@DerektheDalek,“I like this one.”,0,2025-12-30T14:57:51Z
@Yajnaseni_BTSArmy,Dec 2026.. I have to wait 1 year 😢,0,2025-12-30T14:57:50Z
@kuldeeparya9392,"Finally they Realise inserting wokeness and feminism in mcu was a bad idea and it rotted and caused distraction to the universe instead of adding something good to it. I actually stopped watching MCU after no way home, and shang chi..
Glad they're starting from Endgame. Our old mcu and its heroes are back and I can't wait to become a fanboy again..!",2,2025-12-30T14:57:48Z
@StoryTak_6,Thanks upu for subscribe thor,0,2025-12-30T14:57:46Z
@AMJgaming8,Who watching on 30 december,0,2025-12-30T14:57:44Z
@HaKeRMAN2020,We know what will happen next,0,2025-12-30T14:57:44Z
@SweetNeoCon407,Looks like a video game.,0,2025-12-30T14:57:42Z
@FcNat200,Thor gonna lock in,0,2025-12-30T14:57:40Z
@jasonsmith-mz9rf,Hopefully he isn't reduced to a joke like he was in love and thunder and endgame.,0,2025-12-30T14:57:40Z
@NSaysSilly,"So its real, got leaked last week and most of em called it AI 😅😅😅",0,2025-12-30T14:57:39Z
@tarunpathak9254,That's what we need from him.... long overdue,0,2025-12-30T14:57:37Z
@estebanrastouil8437,"Thor prime is coming, brace yourselves.",0,2025-12-30T14:57:37Z
@50shadesofgibbs49,🔥🔥🔥🔥🤌🏾🤌🏾🤌🏾🤌🏾🤌🏾,0,2025-12-30T14:57:37Z
@OmniPremoS,"Move this release date, I don't care where you move it too but get it off dec 18th",1,2025-12-30T14:57:34Z
@CJ-cb4gj,I hope they don't make him a clown like he was in Love and thunder.,0,2025-12-30T14:57:32Z
@jesusiglesias8716,Que sufran los pistolas,0,2025-12-30T14:57:29Z
@DC_pook-g5s,Ah yes this is my first time seeing this mhmm,0,2025-12-30T14:57:29Z
@peterchan518,Ok......,0,2025-12-30T14:57:29Z
@twelve116,Сильно,0,2025-12-30T14:57:27Z
@shahilsha-t4h,next week she hulk trailer 😊❤,0,2025-12-30T14:57:26Z
@kdkd8rndek,😊🎉🎉🎉🎉🎉❤❤❤❤❤,0,2025-12-30T14:57:26Z
@samuell_c,0:01 FINALMENTE!!!!,39,2025-12-30T14:57:23Z
@pro_873,"Under 1 hour
👇",1,2025-12-30T14:57:22Z
@jomarkmagbanua143,"And if the gods don't hear your prayers, who else do you call? 

The none believers.

Ones who do not see crowns, who see beyond the masks.

 In the form of a witch. 

THE SCARLET WITCH.....",0,2025-12-30T14:57:22Z
@fia4461,I got chills.,0,2025-12-30T14:57:22Z
@jackashmore,So many hero’s are going to die,0,2025-12-30T14:57:20Z
@NathanielFD,YA SAQUEN EL TRAILER DE LOS XMEN!!!! AAAAAA,0,2025-12-30T14:57:20Z
@koteshima6682,"Never knew I needed serious Thor again. Doomsday needs to close his arc, he's the only one from the OG Trio who I feel like he has one more story to tell.",0,2025-12-30T14:57:19Z
@s4muelthe1st,I think I've seen this somewhere 🤔,0,2025-12-30T14:57:18Z
@thedecepticonhunter,yeup. he dying,0,2025-12-30T14:57:17Z
@morethanonebraincell674,Thor might be stuck in the battle world.,1,2025-12-30T14:57:17Z
@Dan1ukflava,1:14 WHO IS READY GUYS!!!,0,2025-12-30T14:57:16Z
@MedRohit-q4t,Who watching After leak☠️,0,2025-12-30T14:57:16Z
@muveematic,Thank God mature Thor is back,0,2025-12-30T14:57:15Z
@reza494,I like to think that these trailers are signaling an MCU in which all characters aren't quipy all the time or constantly crack jokes even at the most serious situations but I doubt it.,0,2025-12-30T14:57:15Z
@fawwazahmad16,"Guys, im kinda new to the MCU universe. When is Iron Man's trailer like this dropping? Really excited for that",0,2025-12-30T14:57:13Z
@Sorry_Why_Try1,He showed more growth as a character in this whole min and some change trailer then in his whole last movie,0,2025-12-30T14:57:13Z
@Serenify10,"Has Marvel finally listened to their audience and stopped making Thor an idiot like they did in Love & Thunder? I really hope they let Hemsworth be serious in this role, it's what the people want!! Throw in a line or two here and there for subtle humor, but my gosh, let the man act the way he knows how to act in serious roles.",0,2025-12-30T14:57:10Z
@mohdabbas2289,Now waiting for X-Men teaser 🤩,0,2025-12-30T14:57:08Z
@eggandfriends3853,Nice 👍,0,2025-12-30T14:57:08Z
@AndreLuiz-xh9jn,"Finalmente, um Thor mais sério!",0,2025-12-30T14:57:07Z
@chillaxbroo,Bring me Doctor Doom ⚡,0,2025-12-30T14:57:05Z
@Storm-qw6ob,Sadly i have little faith in this movie franchise after this horrible execution of this Phase,0,2025-12-30T14:57:04Z
@antoninleopold2910,I do not believe. I just don't. After last 5 or so films.,0,2025-12-30T14:57:03Z
@gonjacosta,Is Thor the only avenger that matters?,0,2025-12-30T14:57:03Z
@pendletondrew,So Thor is acting like Thor again,0,2025-12-30T14:57:03Z
@RuiNunesDev,And my axe!,0,2025-12-30T14:57:03Z
@AlvinTOS,"100% calling it, Odin is not the one who answered but TVA-Loki does.",0,2025-12-30T14:57:02Z
@Gr8KaLi2V1,epic,0,2025-12-30T14:57:00Z
@YUkhaha,Happy to see the seriousness in Thors face ⚡,0,2025-12-30T14:56:58Z
@VivekGupta-rw6oo,"Waiting to see  ""Iron Man return in Doomsday""",1,2025-12-30T14:56:57Z
@BakkDeIndia,Both eyes are the same colour,0,2025-12-30T14:56:56Z
@kiwi_iie,Is it just me or did Stranger Things and Marvel release their trailers at the same time?,0,2025-12-30T14:56:54Z
@Chubby_Runs,I’m really surprised they’re sticking with him having a daughter I really thought they were just not gonna acknowledge that,0,2025-12-30T14:56:54Z
@shahilsha-t4h,gyaaaat,0,2025-12-30T14:56:53Z
@Galactusperson,Glad to see a more serious Thor.,0,2025-12-30T14:56:53Z
@LukeG-hg6nd,He's going to become rune King then sacrifice himself,0,2025-12-30T14:56:50Z
@bumboooo,Ah hell yeahhhhhhh,0,2025-12-30T14:56:47Z
@MaketaKG,😤😤😤😤😤 these are starting to annoy me … I want the full trailer,0,2025-12-30T14:56:47Z
@farrelm.andiqa1849,0:58 I assure you brother the sun will shine us again,0,2025-12-30T14:56:45Z
@simonpirouc9447,Oh wow... I absolutley didn't expect this to happen... but I saw this and i felt my heart beat faster. 1 Minutes and 22 Seconds of this are more exciting than the last four MCU movies alltogether.,0,2025-12-30T14:56:45Z
@uncernsord,"New mask, same task.",0,2025-12-30T14:56:44Z
@syedmuzammil6477,"I Always respect the production, how Silently they release such masterpieces ❤",0,2025-12-30T14:56:43Z
@Slickerx2010,"The prime mcu was something else, hope they would give a comeback.",111,2025-12-30T14:56:43Z
@crazyboy_0088,Tamil trailer release pannunga da Thalaiva voice yaru dub pannirukka nu paakkanum,0,2025-12-30T14:56:41Z
@VREclypse,So....is this the only way to save the Marvel franchise?  Bring back Thor with the new guys?,1,2025-12-30T14:56:41Z
@Asmat.333,😮 Good 👍,0,2025-12-30T14:56:38Z
@TravelingJohnson13,Doomsday is going to be a really serious toned movie and I'm here for it.,0,2025-12-30T14:56:37Z
@Ruler20202,How many fathers can relate to this? ❤,0,2025-12-30T14:56:36Z
@GQQGA,YOOOOOOOO🎉🎉🎉🎉,0,2025-12-30T14:56:35Z
@Absolutestill,THOR WILL DIE,0,2025-12-30T14:56:32Z
@roei03,"for those of you who didn't know, Doom ripped Thanos' spine and skull out of his body without much effort. 😂",0,2025-12-30T14:56:32Z
@RiSEME1733,K…,0,2025-12-30T14:56:30Z
@justdave5098,"For those we have lost, and those we may yet save!",0,2025-12-30T14:56:29Z
@afl6786,Good film guyd,0,2025-12-30T14:56:29Z
@JaseVegas86,Hope it BOMBS,0,2025-12-30T14:56:29Z
@drazdziu15,Czekam na: Jan Paweł Adamczewski will return...,0,2025-12-30T14:56:29Z
@harshuikey4791,Thats the THOR which we all need .,12,2025-12-30T14:56:28Z
@asdasdzxcvc,Meh,0,2025-12-30T14:56:27Z
@TeemSmith609,Ayo is Dr. Doom just straight up kidnapping the MCU heroes' kids?,0,2025-12-30T14:56:25Z
@sivakumarr3517,Who is seeing within 2 hours,0,2025-12-30T14:56:24Z
@a.s.5442,"lol, everybody will return I guess... 😂🤑",0,2025-12-30T14:56:24Z
@JeancaTheGoat,"I hate this haircut bro, it doesn't even look like Thor, they should've added a long beard at least...",2,2025-12-30T14:56:23Z
@theone4821,1 year... We have to survive for 1 more year to witness this masterpiece ❤,62,2025-12-30T14:56:22Z
@0kushim0,This is a proper teaser.,0,2025-12-30T14:56:22Z
@Rajkumar.M-h2w,Old thor is back baby,0,2025-12-30T14:56:21Z
@Dr.X-s1g,Are they gonna put out time bombs every week for the others?,0,2025-12-30T14:56:21Z
@saifanbinshafiq38,You know it's serious when the God of Thunder is asking for power,1,2025-12-30T14:56:19Z
@marcelomartins167,"Só  isso, que lixo",0,2025-12-30T14:56:18Z
@gamewithfun2572,I don't know that the voice of chris Hemsworth is that good because I only listen hindi dub ❤❤,0,2025-12-30T14:56:18Z
@maxrandorreacts,"Fake CGI takes away the aesthetics from the movies
Frankenstein movie is the only movie brought back the clarity and originality because all props were real not CGI ❤😢",2,2025-12-30T14:56:18Z
@sol_ahmed,"so exited for a new movie from marvel . 
V.V.DOOM vs AVENGERS.
who's exciting 🎉🎉",0,2025-12-30T14:56:16Z
@tubatsimoloi7743,Doom got Thor praying😳. Man finna be a menace,0,2025-12-30T14:56:15Z
@jeffreviews8995,All father thor?????,0,2025-12-30T14:56:15Z
@lokilokiloki853,Lets go serious thor is back,0,2025-12-30T14:56:14Z
@18bonitton,Thor is back baby!!!!,0,2025-12-30T14:56:13Z
@anubhavbiswas8764,AND WE ARE BACK WITH THE OG INFINITY WAR THOR WITH THE SHORT HAIR..... Although Thor's voice...he sounds genuinely afraid,1,2025-12-30T14:56:13Z
@Isacpty,Ok this movie gave more goosebumps,0,2025-12-30T14:56:11Z
@MikaelzuDohna,"Oh hell yeah, let's hope this is a sign of good writing all around and a serious Marvel movie",0,2025-12-30T14:56:10Z
@Maharashtra_aspirant,AI generated lag rha hai trailer,0,2025-12-30T14:56:10Z
@SkyPiercer66,"Even if its a short hair version, as long as he is serious, I'll take it",0,2025-12-30T14:56:10Z
@SmaranVasireddi,Thor is speaking like a true God! His tone and everything reminds me of Earth’s Mightiest Heroes! Thor Is Back!!! ⚡,1,2025-12-30T14:56:09Z
@MagnusGmr1,"I can feel thor""s aura 🥶",0,2025-12-30T14:56:08Z
@dantezimbardo1471,Quindi sono tutti uguali sti trailer😂,0,2025-12-30T14:56:08Z
@RichardCadman,A SERIOUS Thor is ALWAYS a good thing 👌😠🪓⚡,0,2025-12-30T14:56:06Z
@night_man009,Thor dada is back❤,0,2025-12-30T14:56:06Z
@JacianGonzalez,This is the Thor I missed. I hope wish he had at least one more movie love and thunder to me was not a proper conclusion,1,2025-12-30T14:56:06Z
@rebelionmaniac1,"2 tráiler la hija de thor , uffffff ya nose lo que viene 
Pd no puede ganar aun  ia 😂😂😂",0,2025-12-30T14:56:05Z
@lolubaba,It's seems thor is gonna die,0,2025-12-30T14:56:04Z
@Trailer_Collection,Marvel is cooking something cool,0,2025-12-30T14:56:04Z
@AyushSingh-bc5hp,Best,0,2025-12-30T14:56:00Z
@Boolin03,Unworthy Thor adaptation 👀👀👀,0,2025-12-30T14:55:58Z
@WorldTelevisionPremiere,Thor Roar...,0,2025-12-30T14:55:58Z
@etzooo7385,جالبه,0,2025-12-30T14:55:54Z
@dqvd-001,prime Thor is back,0,2025-12-30T14:55:53Z
@AntonKeyser-g4u,"But will the actor who plays his father return? I hope he do, onley if it is just a cameo.",0,2025-12-30T14:55:53Z
@akshatupadhyay6360,Truly the greatest speech❤❤,1,2025-12-30T14:55:53Z
@natanaelalves6739,Se o Thor está rezando é pq o negócio vai pegar!,0,2025-12-30T14:55:53Z
@양승우-d2g,fire,0,2025-12-30T14:55:51Z
@88North,"Thor on his knees?
It's 'bout to be a DOOMSDAY",1,2025-12-30T14:55:50Z
@fawwazahmad16,Please MCU make a comeback,0,2025-12-30T14:55:48Z
@GumballFiles,FINALLY MY MAN THOR GADAMMMMM MARVEL I LOVE YOU,0,2025-12-30T14:55:43Z
@ayushtejale,"It's The Sign, that I was here On 30-12-2025, Excited & Experiencing Absolute Cinema ✋😏🤚",1,2025-12-30T14:55:43Z
@str1k3r_67,"They cut his hair again AND he's back to using Storm Breaker? I guess without Asguard he can't keep getting magic armor, so a haircut is his costume change",0,2025-12-30T14:55:40Z
@balveerkumar1654,God Of Thunder Back again!! HELL YEAHHH,0,2025-12-30T14:55:40Z
@alyson4791,Character trailers like when Tekken 8 released. Fun idea.,0,2025-12-30T14:55:39Z
@lotofhate,"Finally, Deadpool gets to see why Thor  was crying",0,2025-12-30T14:55:39Z
@whitewolf6113,Was kinda hoping they forgot about the child,0,2025-12-30T14:55:39Z
@victor-von-doom69,My glorious King Mighty Thor is back🥹🙌,1,2025-12-30T14:55:37Z
@darkayush6869,I don't know why but it feels like Thor's has also came to an end,0,2025-12-30T14:55:35Z
@RaziyaParveen-z5u,we also need Hulk serious version 😢,0,2025-12-30T14:55:35Z
@ManuelPhilip-x8v,❤‍🩹❤‍🩹❤‍🩹,0,2025-12-30T14:55:34Z
@GauravDwiwedi1,Marvels finally understands that fans care for the big 3 the most,0,2025-12-30T14:55:34Z
@semi_malik,Avengers : nostalgia hit back 💯,0,2025-12-30T14:55:31Z
